season,competition_id,club_id,club_name,matches_played,wins,draws,losses,goals_for,goals_against,points,goal_difference,position,competition_code,name,country_name,transfer_spending
2019,IT1,2722,SPAL,38,5,5,28,27,77,20,-50,20,serie-a,serie-a,Italy,18000000.0
2019,L1,27,Bayern Munich,34,26,4,4,100,32,82,68,1,bundesliga,bundesliga,Germany,118000000.0
2019,L1,16,Borussia Dortmund BVB,34,21,6,7,84,41,69,43,2,bundesliga,bundesliga,Germany,101000000.0
2019,L1,23826,RB Leipzig,34,18,12,4,81,37,66,44,3,bundesliga,bundesliga,Germany,83700000.0
2019,L1,18,Borussia Mönchengladbach,34,20,5,9,66,40,65,26,4,bundesliga,bundesliga,Germany,40500000.0
2019,L1,15,Bayer Leverkusen,34,19,6,9,61,44,63,17,5,bundesliga,bundesliga,Germany,99700000.0
2019,L1,533,Hoffenheim,34,15,7,12,53,53,52,0,6,bundesliga,bundesliga,Germany,42000000.0
2019,L1,82,VfL Wolfsburg,34,13,10,11,48,46,49,2,7,bundesliga,bundesliga,Germany,33700000.0
2019,L1,60,SC Freiburg,34,13,9,12,48,47,48,1,8,bundesliga,bundesliga,Germany,9000000.0
2019,L1,24,Eintracht Frankfurt,34,13,6,15,59,60,45,-1,9,bundesliga,bundesliga,Germany,69140000.0
2019,L1,44,Hertha BSC,34,11,8,15,48,59,41,-11,10,bundesliga,bundesliga,Germany,87000000.0
2019,L1,89,Union Berlin,34,12,5,17,41,58,41,-17,11,bundesliga,bundesliga,Germany,7150000.0
2019,L1,33,Schalke 04,34,9,12,13,38,58,39,-20,12,bundesliga,bundesliga,Germany,25000000.0
2019,L1,39,Mainz 05,34,11,4,19,44,65,37,-21,13,bundesliga,bundesliga,Germany,29000000.0
2019,L1,3,FC Köln,34,10,6,18,51,69,36,-18,14,bundesliga,bundesliga,Germany,20250000.0
2019,L1,167,FC Augsburg,34,9,9,16,45,63,36,-18,15,bundesliga,bundesliga,Germany,21800000.0
2019,L1,86,Werder Bremen,34,8,7,19,42,69,31,-27,16,bundesliga,bundesliga,Germany,10000000.0
2019,L1,38,Fortuna Düsseldorf,34,6,12,16,36,67,30,-31,17,bundesliga,bundesliga,Germany,6750000.0
2019,L1,127,Paderborn,34,4,8,22,37,74,20,-37,18,bundesliga,bundesliga,Germany,400000.0
2020,ES1,13,Atlético Madrid,38,26,8,4,67,25,86,42,1,laliga,laliga,Spain,81500000.0
2020,ES1,418,Real Madrid FC,38,25,9,4,67,28,84,39,2,laliga,laliga,Spain,0.0
2020,ES1,131,FC Barcelona,38,24,7,7,85,38,79,47,3,laliga,laliga,Spain,111940000.0
2020,ES1,368,Sevilla FC,38,24,5,9,53,33,77,20,4,laliga,laliga,Spain,60350000.0
2020,ES1,681,Real Sociedad,38,17,11,10,59,38,62,21,5,laliga,laliga,Spain,10000000.0
2020,ES1,150,Real Betis,38,17,10,11,50,50,61,0,6,laliga,laliga,Spain,0.0
2020,ES1,1050,Villarreal CF,38,15,13,10,60,44,58,16,7,laliga,laliga,Spain,36590000.0
2020,ES1,940,Celta Vigo,38,14,11,13,55,57,53,-2,8,laliga,laliga,Spain,2500000.0
2020,ES1,621,Athletic Club Bilbao,38,11,13,14,46,42,46,4,9,laliga,laliga,Spain,11130000.0
2020,ES1,16795,Granada CF,38,13,7,18,47,65,46,-18,10,laliga,laliga,Spain,23500000.0
2020,ES1,331,Osasuna,38,11,11,16,37,48,44,-11,11,laliga,laliga,Spain,5000000.0
2020,ES1,2687,Cádiz CF,38,11,11,16,36,58,44,-22,12,laliga,laliga,Spain,5700000.0
2020,ES1,1049,Valencia CF,38,10,13,15,50,53,43,-3,13,laliga,laliga,Spain,0.0
2020,ES1,3368,Levante UD,38,9,14,15,46,57,41,-11,14,laliga,laliga,Spain,6000000.0
2020,ES1,3709,Getafe CF,38,9,11,18,28,43,38,-15,15,laliga,laliga,Spain,20800000.0
2020,ES1,1108,Deportivo Alavés,38,9,11,18,36,57,38,-21,16,laliga,laliga,Spain,0.0
2020,ES1,1531,Elche CF,38,8,12,18,34,55,36,-21,17,laliga,laliga,Spain,500000.0
2020,ES1,5358,SD Huesca,38,7,13,18,34,53,34,-19,18,laliga,laliga,Spain,2500000.0
2020,ES1,366,Real Valladolid CF,38,5,16,17,34,57,31,-23,19,laliga,laliga,Spain,7000000.0
2020,ES1,1533,SD Eibar,38,6,12,20,29,52,30,-23,20,laliga,laliga,Spain,0.0
2020,FR1,1082,Lille,38,24,11,3,64,23,83,41,1,ligue-1,ligue-1,France,35000000.0
2020,FR1,583,Paris Saint-Germain FC,38,26,4,8,86,28,82,58,2,ligue-1,ligue-1,France,56000000.0
2020,FR1,162,Monaco FC,38,24,6,8,76,42,78,34,3,ligue-1,ligue-1,France,51200000.0
2020,FR1,1041,Lyon,38,22,10,6,81,43,76,38,4,ligue-1,ligue-1,France,24850000.0
2020,FR1,244,Marseille,38,16,12,10,54,47,60,7,5,ligue-1,ligue-1,France,8000000.0
2020,FR1,273,Rennes,38,16,10,12,52,40,58,12,6,ligue-1,ligue-1,France,67000000.0
2020,FR1,826,Lens,38,15,12,11,55,54,57,1,7,ligue-1,ligue-1,France,18000000.0
2020,FR1,969,Montpellier,38,14,12,12,60,62,54,-2,8,ligue-1,ligue-1,France,13100000.0
2020,FR1,417,Nice,38,15,7,16,50,53,52,-3,9,ligue-1,ligue-1,France,29230000.0
2020,FR1,347,Metz,38,12,11,15,44,48,47,-4,10,ligue-1,ligue-1,France,11000000.0
2020,FR1,618,Saint-Étienne,38,12,10,16,42,54,46,-12,11,ligue-1,ligue-1,France,5500000.0
2020,FR1,40,Bordeaux,38,13,6,19,42,56,45,-14,12,ligue-1,ligue-1,France,0.0
2020,FR1,1420,Angers SCO,38,12,8,18,40,58,44,-18,13,ligue-1,ligue-1,France,11000000.0
2020,FR1,1421,Reims,38,9,15,14,42,50,42,-8,14,ligue-1,ligue-1,France,6700000.0
2020,FR1,667,Strasbourg,38,11,9,18,49,58,42,-9,15,ligue-1,ligue-1,France,10000000.0
2020,FR1,1158,Lorient,38,11,9,18,50,68,42,-18,16,ligue-1,ligue-1,France,24500000.0
2020,FR1,3911,Brest,38,11,8,19,50,66,41,-16,17,ligue-1,ligue-1,France,15600000.0
2020,FR1,995,Nantes,38,9,13,16,47,55,40,-8,18,ligue-1,ligue-1,France,5000000.0
2020,FR1,1160,Nîmes,38,9,8,21,40,71,35,-31,19,ligue-1,ligue-1,France,4000000.0
2020,FR1,2969,Dijon,38,4,9,25,25,73,21,-48,20,ligue-1,ligue-1,France,4400000.0
2020,GB1,281,Manchester City,38,27,5,6,83,32,86,51,1,premier-league,premier-league,England,160900000.0
2020,GB1,985,Manchester United,38,21,11,6,73,44,74,29,2,premier-league,premier-league,England,68950000.0
2020,GB1,31,Liverpool,38,20,9,9,68,42,69,26,3,premier-league,premier-league,England,81550000.0
2020,GB1,631,Chelsea,38,19,10,9,58,36,67,22,4,premier-league,premier-league,England,243200000.0
2020,GB1,1003,Leicester City,38,20,6,12,68,50,66,18,5,premier-league,premier-league,England,55900000.0
2020,GB1,379,West Ham,38,19,8,11,62,47,65,15,6,premier-league,premier-league,England,46900000.0
2020,GB1,148,Tottenham,38,18,8,12,68,45,62,23,7,premier-league,premier-league,England,107500000.0
2020,GB1,11,Arsenal,38,18,7,13,55,39,61,16,8,premier-league,premier-league,England,84000000.0
2020,GB1,399,Leeds United,38,18,5,15,62,54,59,8,9,premier-league,premier-league,England,75800000.0
2020,GB1,29,Everton,38,17,8,13,47,48,59,-1,10,premier-league,premier-league,England,49770000.0
2020,GB1,405,Aston Villa,38,16,7,15,55,46,55,9,11,premier-league,premier-league,England,101350000.0
2020,GB1,762,Newcastle United,38,12,9,17,46,62,45,-16,12,premier-league,premier-league,England,38750000.0
2020,GB1,543,Wolves,38,12,9,17,36,52,45,-16,13,premier-league,premier-league,England,82589000.0
2020,GB1,873,Crystal Palace,38,12,8,18,41,66,44,-25,14,premier-league,premier-league,England,18900000.0
2020,GB1,180,Southampton FC,38,12,7,19,47,68,43,-21,15,premier-league,premier-league,England,25300000.0
2020,GB1,1237,Brighton,38,9,14,15,40,46,41,-6,16,premier-league,premier-league,England,46200000.0
2020,GB1,1132,Burnley,38,10,9,19,33,55,39,-22,17,premier-league,premier-league,England,0.0
2020,GB1,931,Fulham,38,5,13,20,27,53,28,-26,18,premier-league,premier-league,England,13450000.0
2020,GB1,984,West Brom,38,5,11,22,35,76,26,-41,19,premier-league,premier-league,England,13500000.0
2020,GB1,350,Sheffield United,38,7,2,29,20,63,23,-43,20,premier-league,premier-league,England,62700000.0
2020,IT1,46,Inter Milan,38,28,7,3,89,35,91,54,1,serie-a,serie-a,Italy,121500000.0
2020,IT1,5,AC Milan,38,24,7,7,74,41,79,33,2,serie-a,serie-a,Italy,24220000.0
2020,IT1,800,Atalanta,38,23,9,6,90,47,78,43,3,serie-a,serie-a,Italy,51300000.0
2020,IT1,506,Juventus,38,23,9,6,77,38,78,39,4,serie-a,serie-a,Italy,124800000.0
2020,IT1,6195,Napoli,38,24,5,9,86,41,77,45,5,serie-a,serie-a,Italy,78900000.0
2020,IT1,398,Lazio,38,21,5,12,61,55,68,6,6,serie-a,serie-a,Italy,33700000.0
2020,IT1,12,AS Roma,38,18,8,12,68,58,62,10,7,serie-a,serie-a,Italy,69500000.0
2020,IT1,6574,Sassuolo,38,17,11,10,64,56,62,8,8,serie-a,serie-a,Italy,18160000.0
2020,IT1,1038,Sampdoria,38,15,7,16,52,54,52,-2,9,serie-a,serie-a,Italy,10250000.0
2020,IT1,276,Hellas Verona,38,11,12,15,46,48,45,-2,10,serie-a,serie-a,Italy,10150000.0
2020,IT1,252,Genoa,38,10,12,16,47,58,42,-11,11,serie-a,serie-a,Italy,36300000.0
2020,IT1,1025,Bologna,38,10,11,17,51,65,41,-14,12,serie-a,serie-a,Italy,1797000.0
2020,IT1,430,Fiorentina,38,9,13,16,47,59,40,-12,13,serie-a,serie-a,Italy,59800000.0
2020,IT1,410,Udinese,38,10,10,18,42,58,40,-16,14,serie-a,serie-a,Italy,22000000.0
2020,IT1,3522,Spezia,38,9,12,17,52,72,39,-20,15,serie-a,serie-a,Italy,3700000.0
2020,IT1,1390,Cagliari,38,9,10,19,43,59,37,-16,16,serie-a,serie-a,Italy,29380000.0
2020,IT1,416,Torino,38,7,16,15,50,69,37,-19,17,serie-a,serie-a,Italy,43150000.0
2020,IT1,4171,Benevento,38,7,12,19,40,75,33,-35,18,serie-a,serie-a,Italy,4500000.0
2020,IT1,4083,FC Crotone,38,6,5,27,45,92,23,-47,19,serie-a,serie-a,Italy,0.0
2020,IT1,130,Parma,38,3,11,24,39,83,20,-44,20,serie-a,serie-a,Italy,68630000.0
2020,L1,27,Bayern Munich,34,24,6,4,99,44,78,55,1,bundesliga,bundesliga,Germany,66000000.0
2020,L1,23826,RB Leipzig,34,19,8,7,60,32,65,28,2,bundesliga,bundesliga,Germany,71000000.0
2020,L1,16,Borussia Dortmund BVB,34,20,4,10,75,46,64,29,3,bundesliga,bundesliga,Germany,55150000.0
2020,L1,82,VfL Wolfsburg,34,17,10,7,61,37,61,24,4,bundesliga,bundesliga,Germany,20000000.0
2020,L1,24,Eintracht Frankfurt,34,16,12,6,69,53,60,16,5,bundesliga,bundesliga,Germany,9000000.0
2020,L1,15,Bayer Leverkusen,34,14,10,10,53,39,52,14,6,bundesliga,bundesliga,Germany,39200000.0
2020,L1,89,Union Berlin,34,12,14,8,50,43,50,7,7,bundesliga,bundesliga,Germany,1500000.0
2020,L1,18,Borussia Mönchengladbach,34,13,10,11,64,56,49,8,8,bundesliga,bundesliga,Germany,10800000.0
2020,L1,79,VfB Stuttgart,34,12,9,13,56,55,45,1,9,bundesliga,bundesliga,Germany,14200000.0
2020,L1,60,SC Freiburg,34,12,9,13,52,52,45,0,10,bundesliga,bundesliga,Germany,13700000.0
2020,L1,533,Hoffenheim,34,11,10,13,52,54,43,-2,11,bundesliga,bundesliga,Germany,3750000.0
2020,L1,39,Mainz 05,34,10,9,15,39,56,39,-17,12,bundesliga,bundesliga,Germany,2000000.0
2020,L1,167,FC Augsburg,34,10,6,18,36,54,36,-18,13,bundesliga,bundesliga,Germany,10300000.0
2020,L1,44,Hertha BSC,34,8,11,15,41,52,35,-11,14,bundesliga,bundesliga,Germany,26000000.0
2020,L1,10,Arminia Bielefeld,34,9,8,17,26,52,35,-26,15,bundesliga,bundesliga,Germany,0.0
2020,L1,3,FC Köln,34,8,9,17,34,60,33,-26,16,bundesliga,bundesliga,Germany,10300000.0
2020,L1,86,Werder Bremen,34,7,10,17,36,57,31,-21,17,bundesliga,bundesliga,Germany,11000000.0
2020,L1,33,Schalke 04,34,3,7,24,25,86,16,-61,18,bundesliga,bundesliga,Germany,0.0
2021,ES1,418,Real Madrid FC,38,26,8,4,80,31,86,49,1,laliga,laliga,Spain,31000000.0
2021,ES1,131,FC Barcelona,38,21,10,7,68,38,73,30,2,laliga,laliga,Spain,69000000.0
2021,ES1,13,Atlético Madrid,38,21,8,9,65,43,71,22,3,laliga,laliga,Spain,75700000.0
2021,ES1,368,Sevilla FC,38,18,16,4,53,30,70,23,4,laliga,laliga,Spain,41500000.0
2021,ES1,150,Real Betis,38,19,8,11,62,40,65,22,5,laliga,laliga,Spain,3250000.0
2021,ES1,681,Real Sociedad,38,17,11,10,40,37,62,3,6,laliga,laliga,Spain,500000.0
2021,ES1,1050,Villarreal CF,38,16,11,11,63,37,59,26,7,laliga,laliga,Spain,54500000.0
2021,ES1,621,Athletic Club Bilbao,38,14,13,11,43,36,55,7,8,laliga,laliga,Spain,0.0
2021,ES1,1049,Valencia CF,38,11,15,12,48,53,48,-5,9,laliga,laliga,Spain,15650000.0
2021,ES1,331,Osasuna,38,12,11,15,37,51,47,-14,10,laliga,laliga,Spain,8000000.0
2021,ES1,940,Celta Vigo,38,12,10,16,43,43,46,0,11,laliga,laliga,Spain,9000000.0
2021,ES1,367,Rayo Vallecano,38,11,9,18,39,50,42,-11,12,laliga,laliga,Spain,4300000.0
2021,ES1,1531,Elche CF,38,11,9,18,40,52,42,-12,13,laliga,laliga,Spain,4200000.0
2021,ES1,714,RCD Espanyol,38,10,12,16,40,53,42,-13,14,laliga,laliga,Spain,3200000.0
2021,ES1,3709,Getafe CF,38,8,15,15,33,41,39,-8,15,laliga,laliga,Spain,11160000.0
2021,ES1,2687,Cádiz CF,38,8,15,15,35,51,39,-16,16,laliga,laliga,Spain,2000000.0
2021,ES1,237,RCD Mallorca,38,10,9,19,36,63,39,-27,17,laliga,laliga,Spain,9000000.0
2021,ES1,16795,Granada CF,38,8,14,16,44,61,38,-17,18,laliga,laliga,Spain,17940000.0
2021,ES1,3368,Levante UD,38,8,11,19,51,76,35,-25,19,laliga,laliga,Spain,0.0
2021,ES1,1108,Deportivo Alavés,38,8,7,23,31,65,31,-34,20,laliga,laliga,Spain,1150000.0
2021,FR1,583,Paris Saint-Germain FC,38,26,8,4,90,36,86,54,1,ligue-1,ligue-1,France,84000000.0
2021,FR1,244,Marseille,38,21,8,9,63,38,71,25,2,ligue-1,ligue-1,France,49900000.0
2021,FR1,162,Monaco FC,38,20,9,9,65,40,69,25,3,ligue-1,ligue-1,France,35300000.0
2021,FR1,417,Nice,38,20,7,11,52,36,67,16,4,ligue-1,ligue-1,France,63000000.0
2021,FR1,273,Rennes,38,20,6,12,82,40,66,42,5,ligue-1,ligue-1,France,81740000.0
2021,FR1,667,Strasbourg,38,17,12,9,60,43,63,17,6,ligue-1,ligue-1,France,4500000.0
2021,FR1,1041,Lyon,38,17,11,10,66,51,62,15,7,ligue-1,ligue-1,France,15000000.0
2021,FR1,826,Lens,38,17,11,10,62,48,62,14,8,ligue-1,ligue-1,France,18600000.0
2021,FR1,995,Nantes,38,15,10,13,55,48,55,7,9,ligue-1,ligue-1,France,7500000.0
2021,FR1,1082,Lille,38,14,13,11,48,48,55,0,10,ligue-1,ligue-1,France,26570000.0
2021,FR1,3911,Brest,38,13,9,16,49,57,48,-8,11,ligue-1,ligue-1,France,5250000.0
2021,FR1,1421,Reims,38,11,13,14,43,44,46,-1,12,ligue-1,ligue-1,France,16000000.0
2021,FR1,969,Montpellier,38,12,7,19,49,61,43,-12,13,ligue-1,ligue-1,France,0.0
2021,FR1,1420,Angers SCO,38,10,11,17,44,55,41,-11,14,ligue-1,ligue-1,France,1370000.0
2021,FR1,1095,Troyes,38,9,11,18,37,53,38,-16,15,ligue-1,ligue-1,France,16500000.0
2021,FR1,1158,Lorient,38,8,12,18,35,63,36,-28,16,ligue-1,ligue-1,France,10000000.0
2021,FR1,3524,Clermont,38,9,9,20,38,69,36,-31,17,ligue-1,ligue-1,France,0.0
2021,FR1,618,Saint-Étienne,38,7,11,20,42,77,32,-35,18,ligue-1,ligue-1,France,0.0
2021,FR1,347,Metz,38,6,13,19,35,69,31,-34,19,ligue-1,ligue-1,France,2500000.0
2021,FR1,40,Bordeaux,38,6,13,19,52,91,31,-39,20,ligue-1,ligue-1,France,2000000.0
2021,GB1,281,Manchester City,38,29,6,3,99,26,93,73,1,premier-league,premier-league,England,138900000.0
2021,GB1,31,Liverpool,38,28,8,2,94,26,92,68,2,premier-league,premier-league,England,89000000.0
2021,GB1,631,Chelsea,38,21,11,6,76,33,74,43,3,premier-league,premier-league,England,113000000.0
2021,GB1,148,Tottenham,38,22,5,11,69,40,71,29,4,premier-league,premier-league,England,85900000.0
2021,GB1,11,Arsenal,38,22,3,13,61,48,69,13,5,premier-league,premier-league,England,167400000.0
2021,GB1,985,Manchester United,38,16,10,12,57,57,58,0,6,premier-league,premier-league,England,125000000.0
2021,GB1,379,West Ham,38,16,8,14,60,51,56,9,7,premier-league,premier-league,England,67300000.0
2021,GB1,1003,Leicester City,38,14,10,14,62,59,52,3,8,premier-league,premier-league,England,20000000.0
2021,GB1,1237,Brighton,38,12,15,11,42,44,51,-2,9,premier-league,premier-league,England,52580000.0
2021,GB1,543,Wolves,38,15,6,17,38,43,51,-5,10,premier-league,premier-league,England,28400000.0
2021,GB1,762,Newcastle United,38,13,10,15,44,62,49,-18,11,premier-league,premier-league,England,130500000.0
2021,GB1,873,Crystal Palace,38,11,15,12,50,46,48,4,12,premier-league,premier-league,England,85620000.0
2021,GB1,1148,Brentford,38,13,7,18,48,56,46,-8,13,premier-league,premier-league,England,37200000.0
2021,GB1,405,Aston Villa,38,13,6,19,52,54,45,-2,14,premier-league,premier-league,England,129800000.0
2021,GB1,180,Southampton FC,38,9,13,16,43,67,40,-24,15,premier-league,premier-league,England,55900000.0
2021,GB1,29,Everton,38,11,6,21,43,66,39,-23,16,premier-league,premier-league,England,37500000.0
2021,GB1,399,Leeds United,38,9,11,18,42,79,38,-37,17,premier-league,premier-league,England,59300000.0
2021,GB1,1132,Burnley,38,7,14,17,34,53,35,-19,18,premier-league,premier-league,England,49400000.0
2021,GB1,1010,Watford FC,38,6,5,27,34,77,23,-43,19,premier-league,premier-league,England,29500000.0
2021,GB1,1123,Norwich City,38,5,7,26,23,84,22,-61,20,premier-league,premier-league,England,39250000.0
2021,IT1,5,AC Milan,38,26,8,4,69,31,86,38,1,serie-a,serie-a,Italy,90080000.0
2021,IT1,46,Inter Milan,38,25,9,4,84,32,84,52,2,serie-a,serie-a,Italy,36550000.0
2021,IT1,6195,Napoli,38,24,7,7,74,31,79,43,3,serie-a,serie-a,Italy,22100000.0
2021,IT1,506,Juventus,38,20,10,8,57,37,70,20,4,serie-a,serie-a,Italy,136550000.0
2021,IT1,398,Lazio,38,18,10,10,77,58,64,19,5,serie-a,serie-a,Italy,13300000.0
2021,IT1,12,AS Roma,38,18,9,11,59,43,63,16,6,serie-a,serie-a,Italy,118750000.0
2021,IT1,430,Fiorentina,38,19,5,14,59,51,62,8,7,serie-a,serie-a,Italy,66420000.0
2021,IT1,800,Atalanta,38,16,11,11,65,48,59,17,8,serie-a,serie-a,Italy,67700000.0
2021,IT1,276,Hellas Verona,38,14,11,13,65,59,53,6,9,serie-a,serie-a,Italy,38800000.0
2021,IT1,416,Torino,38,13,11,14,46,41,50,5,10,serie-a,serie-a,Italy,10400000.0
2021,IT1,6574,Sassuolo,38,13,11,14,64,66,50,-2,11,serie-a,serie-a,Italy,33970000.0
2021,IT1,410,Udinese,38,11,14,13,61,58,47,3,12,serie-a,serie-a,Italy,9400000.0
2021,IT1,1025,Bologna,38,12,10,16,44,55,46,-11,13,serie-a,serie-a,Italy,17965000.0
2021,IT1,749,Empoli,38,10,11,17,50,70,41,-20,14,serie-a,serie-a,Italy,9200000.0
2021,IT1,1038,Sampdoria,38,10,6,22,46,63,36,-17,15,serie-a,serie-a,Italy,2500000.0
2021,IT1,3522,Spezia,38,10,6,22,41,71,36,-30,16,serie-a,serie-a,Italy,12780000.0
2021,IT1,380,Salernitana,38,7,10,21,33,78,31,-45,17,serie-a,serie-a,Italy,10600000.0
2021,IT1,1390,Cagliari,38,6,12,20,34,68,30,-34,18,serie-a,serie-a,Italy,12825000.0
2021,IT1,252,Genoa,38,4,16,18,27,60,28,-33,19,serie-a,serie-a,Italy,36500000.0
2021,IT1,607,Venezia,38,6,9,23,34,69,27,-35,20,serie-a,serie-a,Italy,15640000.0
2021,L1,27,Bayern Munich,34,24,5,5,97,37,77,60,1,bundesliga,bundesliga,Germany,57500000.0
2021,L1,16,Borussia Dortmund BVB,34,22,3,9,85,52,69,33,2,bundesliga,bundesliga,Germany,45000000.0
2021,L1,15,Bayer Leverkusen,34,19,7,8,80,47,64,33,3,bundesliga,bundesliga,Germany,55350000.0
2021,L1,23826,RB Leipzig,34,17,7,10,72,37,58,35,4,bundesliga,bundesliga,Germany,124400000.0
2021,L1,89,Union Berlin,34,16,9,9,50,44,57,6,5,bundesliga,bundesliga,Germany,17200000.0
2021,L1,60,SC Freiburg,34,15,10,9,58,46,55,12,6,bundesliga,bundesliga,Germany,9500000.0
2021,L1,3,FC Köln,34,14,10,10,52,49,52,3,7,bundesliga,bundesliga,Germany,0.0
2021,L1,39,Mainz 05,34,13,7,14,50,45,46,5,8,bundesliga,bundesliga,Germany,7000000.0
2021,L1,533,Hoffenheim,34,13,7,14,58,60,46,-2,9,bundesliga,bundesliga,Germany,0.0
2021,L1,18,Borussia Mönchengladbach,34,12,9,13,54,61,45,-7,10,bundesliga,bundesliga,Germany,17000000.0
2021,L1,24,Eintracht Frankfurt,34,10,12,12,45,49,42,-4,11,bundesliga,bundesliga,Germany,9190000.0
2021,L1,82,VfL Wolfsburg,34,12,6,16,43,54,42,-11,12,bundesliga,bundesliga,Germany,76780000.0
2021,L1,80,VfL Bochum,34,12,6,16,38,52,42,-14,13,bundesliga,bundesliga,Germany,0.0
2021,L1,167,FC Augsburg,34,10,8,16,39,56,38,-17,14,bundesliga,bundesliga,Germany,23560000.0
2021,L1,79,VfB Stuttgart,34,7,12,15,41,59,33,-18,15,bundesliga,bundesliga,Germany,16850000.0
2021,L1,44,Hertha BSC,34,9,6,19,37,71,33,-34,16,bundesliga,bundesliga,Germany,26100000.0
2021,L1,10,Arminia Bielefeld,34,5,13,16,27,53,28,-26,17,bundesliga,bundesliga,Germany,5400000.0
2021,L1,65,Greuther Fürth,34,3,9,22,28,82,18,-54,18,bundesliga,bundesliga,Germany,300000.0
2022,ES1,131,FC Barcelona,38,28,4,6,70,20,88,50,1,laliga,laliga,Spain,159000000.0
2022,ES1,418,Real Madrid FC,38,24,6,8,75,36,78,39,2,laliga,laliga,Spain,80000000.0
2022,ES1,13,Atlético Madrid,38,23,8,7,70,33,77,37,3,laliga,laliga,Spain,29500000.0
2022,ES1,681,Real Sociedad,38,21,8,9,51,35,71,16,4,laliga,laliga,Spain,53500000.0
2022,ES1,1050,Villarreal CF,38,19,7,12,59,40,64,19,5,laliga,laliga,Spain,6480000.0
2022,ES1,150,Real Betis,38,17,9,12,46,41,60,5,6,laliga,laliga,Spain,27400000.0
2022,ES1,331,Osasuna,38,15,8,15,37,42,53,-5,7,laliga,laliga,Spain,1800000.0
2022,ES1,621,Athletic Club Bilbao,38,14,9,15,47,43,51,4,8,laliga,laliga,Spain,0.0
2022,ES1,237,RCD Mallorca,38,14,8,16,37,43,50,-6,9,laliga,laliga,Spain,13020000.0
2022,ES1,12321,Girona FC,38,13,10,15,58,55,49,3,10,laliga,laliga,Spain,21500000.0
2022,ES1,368,Sevilla FC,38,13,10,15,47,54,49,-7,11,laliga,laliga,Spain,30400000.0
2022,ES1,367,Rayo Vallecano,38,13,10,15,45,53,49,-8,12,laliga,laliga,Spain,14300000.0
2022,ES1,940,Celta Vigo,38,11,10,17,43,53,43,-10,13,laliga,laliga,Spain,23780000.0
2022,ES1,1049,Valencia CF,38,11,9,18,42,45,42,-3,14,laliga,laliga,Spain,12000000.0
2022,ES1,3709,Getafe CF,38,10,12,16,34,45,42,-11,15,laliga,laliga,Spain,15750000.0
2022,ES1,2687,Cádiz CF,38,10,12,16,30,53,42,-23,16,laliga,laliga,Spain,11500000.0
2022,ES1,3302,UD Almería,38,11,8,19,49,65,41,-16,17,laliga,laliga,Spain,37080000.0
2022,ES1,366,Real Valladolid CF,38,11,7,20,33,63,40,-30,18,laliga,laliga,Spain,2800000.0
2022,ES1,714,RCD Espanyol,38,8,13,17,52,69,37,-17,19,laliga,laliga,Spain,17800000.0
2022,ES1,1531,Elche CF,38,5,10,23,30,67,25,-37,20,laliga,laliga,Spain,7000000.0
2022,FR1,583,Paris Saint-Germain FC,38,27,4,7,89,40,85,49,1,ligue-1,ligue-1,France,147000000.0
2022,FR1,826,Lens,38,25,9,4,68,29,84,39,2,ligue-1,ligue-1,France,43590000.0
2022,FR1,244,Marseille,38,22,7,9,67,40,73,27,3,ligue-1,ligue-1,France,119550000.0
2022,FR1,273,Rennes,38,21,5,12,69,39,68,30,4,ligue-1,ligue-1,France,82500000.0
2022,FR1,1082,Lille,38,19,10,9,65,44,67,21,5,ligue-1,ligue-1,France,25500000.0
2022,FR1,162,Monaco FC,38,19,8,11,70,58,65,12,6,ligue-1,ligue-1,France,42500000.0
2022,FR1,1041,Lyon,38,18,8,12,65,47,62,18,7,ligue-1,ligue-1,France,32450000.0
2022,FR1,3524,Clermont,38,17,8,13,45,49,59,-4,8,ligue-1,ligue-1,France,2300000.0
2022,FR1,417,Nice,38,15,13,10,48,37,58,11,9,ligue-1,ligue-1,France,80500000.0
2022,FR1,1158,Lorient,38,15,10,13,52,53,55,-1,10,ligue-1,ligue-1,France,29200000.0
2022,FR1,1421,Reims,38,12,15,11,45,45,51,0,11,ligue-1,ligue-1,France,19900000.0
2022,FR1,969,Montpellier,38,15,5,18,65,62,50,3,12,ligue-1,ligue-1,France,9000000.0
2022,FR1,415,Toulouse,38,13,9,16,51,57,48,-6,13,ligue-1,ligue-1,France,14400000.0
2022,FR1,3911,Brest,38,11,11,16,44,54,44,-10,14,ligue-1,ligue-1,France,5350000.0
2022,FR1,667,Strasbourg,38,9,13,16,51,59,40,-8,15,ligue-1,ligue-1,France,7000000.0
2022,FR1,995,Nantes,38,7,15,16,37,55,36,-18,16,ligue-1,ligue-1,France,12200000.0
2022,FR1,290,Auxerre,38,8,11,19,35,63,35,-28,17,ligue-1,ligue-1,France,500000.0
2022,FR1,1147,AC Ajaccio,38,7,5,26,23,74,26,-51,18,ligue-1,ligue-1,France,0.0
2022,FR1,1095,Troyes,38,4,12,22,45,81,24,-36,19,ligue-1,ligue-1,France,18800000.0
2022,FR1,1420,Angers SCO,38,4,6,28,33,81,18,-48,20,ligue-1,ligue-1,France,3700000.0
2022,GB1,281,Manchester City,38,28,5,5,94,33,89,61,1,premier-league,premier-league,England,155000000.0
2022,GB1,11,Arsenal,38,26,6,6,88,43,84,45,2,premier-league,premier-league,England,186400000.0
